constituency,Donations and other support (including loans) for activities as an MP_sum,Employment and earnings_sum,Employment and earnings - Ad hoc payments_sum,Employment and earnings - Ongoing paid employment_sum,Gifts and benefits from sources outside the UK_sum,"Gifts, benefits and hospitality from UK sources_sum",Land and property (within or outside the UK)_sum,Miscellaneous_sum,Shareholdings_sum,Visits outside the UK_sum,pct_religion,IMD rank 2019,Income,Employment,"Education, skills and training",Health deprivation and disability,Crime,Barriers to housing and services,Living environment,sum_outside_payment,log_outside,Deprivation_PC1,Deprivation_PC2,share_under30,share_over64,HighQualifications_num,share_non_uk_born
South Dorset,1932.0,0.0,0.0,4098.780000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.484236934,227,257,170,174,155,377,195,306,1634,7.399398083331354,-0.5144316223049569,0.20836160179108026,0.22936478134229119,0.278404189459368,23477,0.062798496
South East Cornwall,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485514815,233,258,212,312,219,471,138,44,1654,7.411556287811163,0.18474949053509482,-1.2618810256835196,0.226102901286808,0.287687433543823,23670,0.044168777
South Holland and The Deepings,22100.0,0.0,0.0,121713.6,0.0,0.0,0.0,0.0,0.0,0.0,0.580698197,329,331,313,106,331,494,214,424,2213,7.7025561132685825,0.8677089064403369,0.9598681995253172,0.2537239814540788,0.241070067350031,19402,0.134226822
South Leicestershire,11987.8,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.478386792,511,496,489,375,463,433,455,482,3193,8.069029328774958,2.649728359946742,1.8721407929983656,0.2695097185958797,0.211149792089739,26154,0.051323838
South Norfolk,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461511032,457,444,440,410,453,515,172,279,2713,7.906178840394815,2.704899902991821,-0.19458007321964912,0.2648119362581814,0.225285241463904,26519,0.074696369
South Northamptonshire,7200.0,0.0,4825.59,0.0,0.0,3636.0,0.0,0.0,0.0,0.0,0.503224663,525,526,524,451,499,473,328,434,3235,8.082093278178382,3.340982218522554,1.0716171328827753,0.2669962796162128,0.20812610142941,29070,0.076841081
South Ribble,22000.0,0.0,0.0,2261.26,0.0,0.0,0.0,0.0,0.0,0.0,0.627341259,392,383,335,401,248,373,506,247,2493,7.821643126239982,0.8263956374445192,1.0404765806385428,0.2557393494184888,0.22710791126344,25912,0.044737375999999995
South Shields,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512210782,84,51,23,158,59,149,445,524,1409,7.251344983372214,-2.5016634126482615,1.845934039439607,0.2626973174918374,0.223418935747702,19980,0.051956992
South Shropshire,22360.0,0.0,0.0,0.0,0.0,810.0,0.0,0.0,0.0,0.0,0.588355486,309,381,387,356,403,482,49,27,2085,7.643003635560718,1.8516552579160306,-1.8089317042398336,0.2139620548561612,0.308395860149227,26985,0.040674707
South West Devon,17000.0,0.0,0.0,2260.0,0.0,1949.95,0.0,0.0,0.0,0.0,0.497762425,463,466,390,468,302,526,366,282,2800,7.937731775260109,2.143240210246516,0.7404296538364302,0.2524221241108652,0.253413457607718,26741,0.047492839999999995
South West Hertfordshire,18984.13,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.477452831,495,463,484,433,513,390,258,496,3037,8.018954683155718,2.966276316125733,0.8836314368533719,0.290308959110422,0.185083900545931,33828,0.185458754
South West Norfolk,0.0,0.0,303.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499237084,226,289,255,49,199,432,132,250,1606,7.382124365737512,-0.2206424987030071,-0.09880265457768259,0.2560933973179559,0.242047760854308,19110,0.120017719
South West Wiltshire,2000.0,0.0,8171.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483608079,336,343,312,231,391,332,174,355,2138,7.668093709082406,0.9890341006258078,0.08610725351652543,0.2608227659945252,0.22499461808937,22851,0.101494259
Southampton Itchen,27705.85,0.0,0.0,3037.37,0.0,0.0,0.0,0.0,0.0,0.0,0.404066836,136,190,230,129,105,24,348,98,1124,7.025538314638521,-2.0482559981098176,-0.4955990544360063,0.32645534379503804,0.146111772551898,26273,0.193905622
Southampton Test,35000.0,0.0,0.0,32437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.401427628,123,191,238,156,109,10,335,70,1109,7.01211529430638,-1.9866526301501801,-0.7284754190733758,0.341520876443345,0.127919163688156,30171,0.277764626
Southend East and Rochford,36133.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.420776207,129,103,113,97,202,101,299,335,1250,7.1316985104669115,-1.9690656602418337,0.33662973965137966,0.28773871176565746,0.185831040621459,19984,0.127525699
Southend West and Leigh,5000.0,0.0,747.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431416596,326,275,281,249,296,285,412,345,2143,7.670428522190693,0.07040291063826765,0.9971876371871755,0.2725454792552465,0.201856058399829,23390,0.10642982200000001
Southgate and Wood Green,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.449366399,195,159,258,396,390,148,16,111,1478,7.2991214627108,0.17870861924011575,-2.2669696283931833,0.2815812200675197,0.141783779539923,45059,0.466693578
Southport,41500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594293989,246,229,155,367,122,397,520,184,1974,7.5883236773352225,-0.6679472577939521,0.8843921487873051,0.2389173342562524,0.256038844043607,25643,0.08784888399999999
Spelthorne,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.509271041,378,416,443,293,415,244,99,197,2107,7.653494909661253,1.54219105202838,-1.0941008555168574,0.2783266216646866,0.180259002810209,27996,0.208739221
Spen Valley,22700.6,0.0,0.0,0.0,0.0,1799.2,0.0,0.0,0.0,0.0,0.472564437,236,263,233,223,224,88,424,120,1575,7.362645270417825,-1.1232848818945336,-0.10989867967019394,0.2824056702105474,0.206806337294142,21324,0.06354329
St Albans,53680.96,0.0,0.0,0.0,0.0,6541.3099999999995,0.0,0.0,0.0,0.0,0.447544789,499,470,467,520,519,293,266,446,2981,8.000349495324684,2.88810175085985,0.47091059081138387,0.2950827897641738,0.164545910687405,40606,0.191330765
St Austell and Newquay,0.0,0.0,1269.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440950328,175,189,136,190,206,430,262,65,1478,7.2991214627108,-0.8300758044130968,-0.579524025421038,0.25676350204652076,0.234391534391534,21859,0.051486739000000004
St Helens North,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.623342784,91,95,40,128,23,221,498,358,1363,7.218176838403408,-2.565007400384344,1.557017983640934,0.2692928512719962,0.208609369893942,22138,0.045794746
St Ives,68000.0,0.0,0.0,1530.66,0.0,0.0,0.0,0.0,0.0,0.0,0.460562441,181,203,187,355,267,489,122,1,1624,7.393263094763838,0.2159729603648395,-1.6240197583365878,0.2311712196653653,0.283093347687614,24239,0.050303648
St Neots and Mid Cambridgeshire,25750.0,0.0,0.0,0.0,0.0,1560.0,0.0,0.0,0.0,0.0,0.431902897,497,488,492,439,487,379,243,476,3004,8.008032846969307,2.9733348958483554,0.7495822906900513,0.2894007072399027,0.17393448725107,35594,0.15143916000000002
Stafford,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524326783,380,382,316,353,304,405,318,348,2426,7.794411205726601,1.196482654043576,0.7275784324283908,0.2524739067936075,0.221755796754234,26713,0.087629657
Staffordshire Moorlands,12000.0,0.0,1050.0,0.0,0.0,10400.0,0.0,0.0,0.0,0.0,0.588358149,360,386,304,285,324,441,308,241,2289,7.736307096548285,1.0346749074227577,0.34739212001366837,0.23752668246111952,0.265616570101569,20349,0.026155933
Stalybridge and Hyde,4950.0,0.0,0.0,0.0,0.0,1269.28,0.0,0.0,0.0,0.0,0.469138719,100,115,88,152,61,71,423,212,1122,7.023758954738443,-2.619593282356113,0.3495761224863383,0.288708738756215,0.177797290260661,20498,0.07259383
Stevenage,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440723403,294,267,269,206,317,223,170,462,1914,7.557472901614746,0.19931079653998887,0.4000724624673516,0.29330649821652677,0.164627463483649,24850,0.156562383
Stockport,18320.84,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.431717599,92,99,97,146,72,44,490,146,1094,6.9985096422506015,-2.8336625640621107,0.30127925620394447,0.2875880933837349,0.151805558193871,29726,0.115903055
Stockton North,16000.0,0.0,28034.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481587974,45,32,18,56,18,197,463,506,1290,7.1631723908466425,-2.88941077213763,2.047045130706861,0.29202010526627553,0.180305528948226,19973,0.06674903900000001
Stockton West,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557892317,445,432,360,481,222,426,370,528,2819,7.944492163932159,1.7633146352999598,1.6960433487230882,0.26933166366197747,0.216218842097308,27282,0.05266634
Stoke-on-Trent Central,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438635015,34,59,51,28,13,72,456,128,807,6.694562058521095,-3.495345306216631,0.27062502303226127,0.328029730632038,0.149927079123543,20194,0.16637728499999999
Stoke-on-Trent North,20000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473215176,78,94,77,47,40,118,450,258,1084,6.98933526597456,-2.9246834482214723,0.8540924900935231,0.295939503860295,0.192558895529192,16702,0.09661763000000001
Stoke-on-Trent South,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526288496,162,194,126,114,112,259,402,386,1593,7.374001859350161,-1.553664643379588,1.3437650778422936,0.278338316552387,0.226442404200695,19753,0.073013016
"Stone, Great Wyrley and Penkridge",5000.0,0.0,0.0,60000.0,0.0,760.0,0.0,0.0,0.0,0.0,0.579316436,410,410,396,352,353,428,281,287,2507,7.827240901752812,1.6965857625144534,0.31100164568220445,0.2445001332977863,0.241738203145827,24016,0.036623581
Stourbridge,20000.0,0.0,797.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.480729896,183,147,130,150,179,283,472,181,1542,7.341483852363161,-1.6260502738659517,0.6606000914720414,0.2770882182115424,0.209832856497515,20511,0.074797335
Stratford and Bow,7000.0,0.0,2345.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296728679,119,120,272,368,230,47,7,64,1108,7.011213987350367,-0.7284862106261013,-2.544136111347072,0.316550904009149,0.067465517371973,50558,0.478069181
Stratford-on-Avon,10700.0,0.0,310.53,1861.6200000000001,0.0,643.0,0.0,0.0,0.0,0.0,0.570959803,447,457,458,474,430,400,127,210,2556,7.846589975291186,2.5984125105419764,-0.8986466846401202,0.23451726683619,0.267082273808547,31348,0.090372783
Streatham and Croydon North,175200.0,0.0,0.0,0.0,0.0,3667.1,0.0,0.0,0.0,0.0,0.464799541,208,199,292,444,291,114,47,30,1417,7.257002707092073,0.03408873171354769,-2.489130559809786,0.2795582156897404,0.118527497874418,47250,0.401459621
Stretford and Urmston,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.463426617,200,150,134,323,157,240,460,193,1657,7.4133673356952405,-1.2873064615375747,0.4078393359457546,0.301869505039281,0.161383706649511,28993,0.15178745300000002
Stroud,10000.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465471095,471,407,382,416,410,518,376,426,2935,7.984803389734406,2.2452378030785343,1.329676947773646,0.251491165932633,0.234510866775488,29911,0.062406309
Suffolk Coastal,2000.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.492492654,357,384,330,240,345,449,321,173,2242,7.715569534520208,0.9822074113105042,0.15384963841398702,0.22187286834924871,0.30481539904502,24456,0.071580322
Sunderland Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528019874,88,71,44,167,49,48,522,508,1409,7.251344983372214,-2.7307522834469355,1.9834345577002486,0.2744716100205829,0.200461870575832,22841,0.091413722
Surrey Heath,9000.0,0.0,0.0,5569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499638231,519,523,526,459,493,469,223,487,3180,8.064950891749143,3.5044046769536026,0.8300102491313877,0.2772785622593059,0.198578836182062,31143,0.167089604
Sussex Weald,0.0,0.0,0.0,0.0,0.0,3265.0,0.0,0.0,0.0,0.0,0.492153626,430,435,449,370,508,486,104,235,2587,7.858640655620791,2.7191605164175487,-0.7186312274467276,0.250583027423882,0.258453897646296,24696,0.07546850699999999
Sutton Coldfield,32501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524936908,409,452,407,506,265,452,142,164,2388,7.77863014732581,2.0872709623211736,-0.8806116295797045,0.2691561540909229,0.234605791240261,32540,0.102748686
Sutton and Cheam,25500.0,0.0,0.0,7844.67,0.0,1552.86,0.0,0.0,0.0,0.0,0.456936679,475,436,475,486,450,369,248,263,2727,7.911324018963352,2.5252538945185856,-0.23916317921505317,0.2909849336203111,0.162463572122435,35033,0.307852255
Swindon North,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455796379,296,310,314,155,257,211,347,460,2054,7.628031126930335,-0.07557996269325153,1.2769801814628488,0.29817769979855335,0.16137986093705,22205,0.152251504
Swindon South,29000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468174338,271,256,296,184,237,151,361,326,1811,7.502186486602925,-0.5775767888573723,0.6086622403171069,0.2870934870073959,0.15016603123847,26015,0.268718042
Tamworth,26000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502809548,281,274,271,149,225,275,277,463,1934,7.5678626054638825,-0.18853887461192623,1.078101700124782,0.2766833458098575,0.204769315629801,20258,0.066221784
Tatton,0.0,0.0,3692.2999999999997,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.551084635,486,491,462,502,407,431,324,354,2971,7.99699040583765,2.729724060333568,0.6333428961091107,0.25366291138475117,0.240603397891936,36115,0.079998704
Taunton and Wellington,50354.0,0.0,2154.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48493105,300,320,275,307,268,279,184,265,1898,7.549082710812286,0.41164288568738644,-0.35328060251895893,0.2665910587546637,0.228497475671325,29154,0.108664328
Telford,29450.0,0.0,1810.0,3057.38,0.0,1238.0,0.0,0.0,0.0,0.0,0.451116412,105,83,91,75,108,105,338,510,1310,7.1785454837637,-2.279388739374523,1.3433457886444085,0.3098803655445277,0.157909998222787,19902,0.11059495
Tewkesbury,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50728703,439,437,442,334,378,483,206,425,2705,7.903226808730733,2.3059005908019987,0.6758152477675627,0.2636243616378904,0.225992979296087,27679,0.09495603799999999
The Wrekin,9500.0,0.0,8000.0,23883.33,0.0,0.0,0.0,0.0,0.0,0.0,0.519779956,301,298,290,267,217,351,249,394,2066,7.633853559681768,0.37361847781784596,0.6426865965655246,0.2871091975947821,0.204770468872054,26547,0.10342317200000001
Thirsk and Malton,4999.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.583159417,364,398,400,275,399,531,141,112,2256,7.721791776817535,1.82192551859548,-0.86134348933364,0.2275621340539645,0.282848134954755,26311,0.051052291
Thornbury and Yate,12500.0,0.0,0.0,1405.32,0.0,2352.8599999999997,0.0,0.0,0.0,0.0,0.476890478,473,487,468,347,489,392,232,421,2836,7.950502434808851,2.6437094480734586,0.5975694449737516,0.2635637094747416,0.22936416184971,26825,0.061805176
Thurrock,30450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522580912,216,184,261,113,311,131,120,323,1443,7.275172319452771,-0.6553020984167421,-0.5022961930908305,0.3377575767574608,0.110809562305116,26589,0.263777748
Tipton and Wednesbury,17000.0,0.0,3065.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451133822,25,22,32,5,45,130,349,75,658,6.490723534502507,-3.428031051332818,-0.36812877597948407,0.3297376551290774,0.152449773961006,16802,0.168178253
Tiverton and Minehead,11514.61,0.0,0.0,500.0,0.0,1675.85,0.0,0.0,0.0,0.0,0.49938091,275,322,287,234,360,461,86,72,1822,7.508238774678663,0.8758226711240463,-1.3378699172055883,0.234221720635471,0.291735393697369,23604,0.058229982
Tonbridge,326805.49,0.0,0.0,0.0,0.0,509.02,0.0,0.0,0.0,0.0,0.501465823,427,433,446,397,477,295,163,298,2509,7.828038032125829,2.222963561962729,-0.4641835687665881,0.27994917095365923,0.217027730524072,27747,0.094915688
Tooting,13950.0,0.0,8080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405361321,321,295,410,514,344,196,82,87,1928,7.564757012905729,1.2433167207383715,-2.0366332816539807,0.2654315789473676,0.0980304093567251,55430,0.340868882
Torbay,28392.0,0.0,0.0,0.0,0.0,1552.86,0.0,0.0,0.0,0.0,0.481719524,106,91,50,181,113,208,300,201,1144,7.0431599159883405,-2.1191335978807566,-0.12973309473187422,0.2425817090591828,0.260462306932686,22123,0.080355609
Torridge and Tavistock,0.0,0.0,826664.17,293400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49421169,225,266,224,236,235,509,83,53,1606,7.382124365737512,0.2524473303720262,-1.3234921871510577,0.2254345439101697,0.292993432637925,23069,0.042692002
Tottenham,192173.55,0.0,33660.0,0.0,0.0,4800.0,0.0,0.0,0.0,0.0,0.409951789,47,33,115,178,229,20,11,68,654,6.484635235635252,-2.039569172051011,-2.360615509344359,0.3158686700382419,0.0898140740033911,45033,0.506740295
Truro and Falmouth,34240.0,0.0,0.0,933.86,0.0,0.0,0.0,0.0,0.0,0.0,0.436797842,302,302,284,419,295,502,157,62,2021,7.611842399580417,1.1177204676364885,-1.2162964295183707,0.28249921964415703,0.238372697950265,29907,0.069376871
Tunbridge Wells,145786.4,0.0,513.28,0.0,0.0,1183.9,0.0,0.0,0.0,0.0,0.49318005,470,448,453,429,474,384,313,281,2782,7.931284761525891,2.3974352064704494,0.2108439284436621,0.2789794263516184,0.194101340775801,35105,0.139260743
Twickenham,114760.0,0.0,0.0,0.0,0.0,3256.37,0.0,0.0,0.0,0.0,0.44668561,503,490,495,531,524,308,379,176,2903,7.973844375944687,2.7011614014486502,-0.18734477242739678,0.29061034618043147,0.163879911072916,50008,0.256394781
Uxbridge and South Ruislip,23500.0,0.0,2392.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430187946,368,354,429,386,369,226,84,269,2117,7.658227526161352,1.4749935488590855,-1.010954805334665,0.331833866877311,0.131127094333347,36630,0.32816113399999997
Vauxhall and Camberwell Green,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452960931,130,118,200,447,192,99,45,7,1108,7.011213987350367,-0.8307416583154849,-2.6096079307522104,0.285940928911393,0.0918556377834566,47239,0.44021669500000005
Wakefield and Rothwell,18375.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458487772,148,166,133,91,131,93,425,270,1309,7.177782416195197,-2.1730813491016945,0.7033493466033834,0.28371208235809686,0.174218334747619,23280,0.134086423
Wallasey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520060144,56,65,33,175,14,168,532,81,1068,6.974478911025045,-3.0384453732328978,0.3589622973471475,0.2704229133110311,0.212272333044232,21287,0.046328698
Walsall and Bloxwich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380334996,15,8,16,2,56,103,345,93,623,6.436150368369428,-3.535872533218919,-0.3581118627195466,0.35499061564735035,0.139623949544309,20804,0.219617721
Walthamstow,7000.0,0.0,820.9200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350694756,139,121,216,318,284,90,15,56,1100,7.00397413672268,-0.7816178049831478,-2.447080566907145,0.3076474166132393,0.0818332757968798,45342,0.407391069
Warrington North,10000.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.568337731,194,206,150,191,114,227,421,285,1594,7.374629015218945,-1.440015671201507,0.8574950105771928,0.2694234675277327,0.196677256392896,22428,0.091987049
Warrington South,28000.0,0.0,2465.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.567484361,348,352,299,364,210,360,375,357,2317,7.748460023899697,0.6438593583754081,0.9784059522948052,0.2701389497463459,0.187606500550151,29519,0.09961800600000001
Warwick and Leamington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417492391,412,406,412,434,308,262,346,320,2488,7.819636302367592,1.3791037458736501,0.43234893824486287,0.304296031568758,0.167718338172883,38766,0.18637231599999998
Washington and Gateshead South,0.0,0.0,0.0,0.0,0.0,358.8,0.0,0.0,0.0,0.0,0.518278819,108,86,56,78,63,220,383,527,1413,7.254177846456518,-2.254081973079367,1.8069592321719021,0.2742439271468668,0.212998332735369,17263,0.035662414
Watford,32500.0,0.0,3286.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442961969,371,360,393,420,365,204,144,230,2116,7.6577552711348655,1.3016483420236427,-0.9733057000257762,0.3038772125887737,0.130060564548109,35955,0.332244631
Waveney Valley,214375.0,0.0,0.0,0.0,0.0,1037.79,0.0,0.0,0.0,0.0,0.508872586,320,392,367,301,433,468,42,96,2099,7.649692623711514,1.8134951959967978,-1.4989470724043032,0.2220424468298778,0.295933852574259,21226,0.053587888
Weald of Kent,7200.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.538157455,345,397,417,332,448,323,53,134,2104,7.652070746116482,1.783336624606622,-1.5398973818815198,0.25804772956714467,0.255820488535953,24965,0.071545209
Wellingborough and Rushden,11946.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458483016,244,234,231,95,255,228,326,442,1811,7.502186486602925,-0.6753919132525253,1.1526217339213372,0.2878781207344452,0.181770947998767,21734,0.17306712
Wells and Mendip Hills,26500.0,0.0,0.0,15500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506669977,416,423,391,411,387,409,183,260,2464,7.80994708647679,2.011745058327652,-0.3383012183140007,0.24353593852082311,0.272603452667013,26767,0.065862974
Welwyn Hatfield,53244.05,0.0,0.0,6179.66,0.0,0.0,0.0,0.0,0.0,0.0,0.465591209,388,377,415,343,358,297,115,452,2357,7.765569081097317,1.6871933089015003,0.09520817240191246,0.328250759758628,0.15494697016141,34486,0.224605859
West Bromwich,39500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398519227,81,73,96,89,116,171,261,58,864,6.762729506931879,-2.468945603345241,-0.8845019854664593,0.3215360571556146,0.156436704621567,20954,0.24145294
West Dorset,56765.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527076121,347,379,337,374,355,478,118,131,2172,7.6838639802564295,1.625073770283376,-1.0455435325138138,0.2181374877299635,0.326388229209545,28953,0.06940821999999999
West Ham and Beckton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448825668,85,90,206,295,216,86,1,123,1017,6.925595197110468,-1.0901564975840883,-2.177176222284051,0.328598842891486,0.0698188718548692,45949,0.522462196
West Lancashire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.606991378,269,213,172,255,238,388,323,397,1986,7.594381242551817,-0.1974893453238315,0.9741483697959661,0.304384502206963,0.214046101029916,24897,0.061849588
West Suffolk,71500.0,0.0,0.0,145000.0,0.0,400.0,0.0,0.0,0.0,0.0,0.4819633,315,405,411,147,339,331,33,362,2028,7.615298339825815,1.2582479685973107,-0.3234768590136114,0.2848506104180228,0.192077091370643,25618,0.193413162
West Worcestershire,0.0,0.0,0.0,0.0,465.0,390.0,0.0,0.0,0.0,0.0,0.548562469,362,374,333,424,427,407,88,147,2200,7.696667081526462,1.8219709001901276,-1.3173306738246504,0.2345033457546973,0.286873422286332,31938,0.056075215000000005
Westmorland and Lonsdale,141249.2,0.0,0.0,0.0,0.0,1427.41,0.0,0.0,0.0,0.0,0.555120492,401,485,457,381,413,521,175,47,2479,7.8160138391590275,2.4484223715588853,-1.0767528903342356,0.21488970185546138,0.282722513089005,29007,0.06186889500000001
Weston-super-Mare,2100.0,0.0,1046.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445864933,173,153,110,168,188,173,390,481,1663,7.416979621381154,-1.4509486473907818,1.4313983531909558,0.2661626907811285,0.216375465444576,21767,0.103964905
Wetherby and Easingwold,4999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587503278,489,528,519,487,439,504,145,211,2833,7.949444420250626,3.290787547537164,-0.6427616810422235,0.2439967506092599,0.263124830760899,31069,0.051333591
Whitehaven and Workington,71000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63861301,146,193,105,82,85,415,373,319,1572,7.360739903058278,-1.446142433090147,1.202863480860781,0.2551325280635107,0.22810405907209,19405,0.028425836000000003
Widnes and Halewood,5000.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.648085208,98,108,71,139,41,182,459,213,1213,7.101675971619444,-2.55535788596931,0.6883397234958519,0.2814951297301954,0.19198775967589,18955,0.044101317
Wigan,57000.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.637849175,124,138,95,108,75,111,488,435,1450,7.280008252884188,-2.342859550433867,1.7129567119818974,0.2797825105358212,0.189466059602649,22877,0.073947436
Wimbledon,49628.0,0.0,0.0,1001.17,0.0,1552.86,0.0,0.0,0.0,0.0,0.46327699,508,482,527,533,504,378,291,133,2848,7.954723334497908,2.9415193997272078,-0.6633891291109911,0.2735337963131292,0.151165327418827,53859,0.38072743
Winchester,89705.0,0.0,0.0,0.0,0.0,1475.85,0.0,0.0,0.0,0.0,0.490221157,505,512,508,501,510,437,210,325,3003,8.007700012884026,3.343493440973144,-0.03812206453282399,0.305031121792765,0.215665105100594,40086,0.116322586
Windsor,23554.0,0.0,19590.0,8750.0,0.0,675.0,0.0,0.0,0.0,0.0,0.480279238,464,474,512,441,472,309,168,372,2748,7.918992488165245,2.755365229835542,-0.13054340314805699,0.326343146480261,0.166088631984585,37186,0.26118622199999997
Wirral West,17000.0,0.0,3012.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609337308,382,361,257,494,160,497,505,339,2613,7.868636894184167,0.9116888625559003,1.5461319509078415,0.2390057361376666,0.28585651736115,29935,0.047255195
Witham,208900.0,0.0,0.0,0.0,0.0,4670.0,0.0,0.0,0.0,0.0,0.487415395,411,399,386,289,363,367,279,419,2502,7.8252452914317745,1.4897053341782143,0.8504421441099357,0.26766422867878903,0.221278553694845,23148,0.065384961
Witney,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50939264,516,501,509,398,498,523,236,484,3149,8.055157731819678,3.3525557424311647,1.0010289677254982,0.2741649394132645,0.196956712372448,29806,0.106304268
Woking,45710.7,0.0,0.0,3762.46,0.0,0.0,0.0,0.0,0.0,0.0,0.475885822,476,472,473,463,440,338,186,413,2785,7.932362154339751,2.6894252877993896,0.16627014914821006,0.2867084537190788,0.168863206596339,37112,0.241949176
Wokingham,70700.0,0.0,0.0,0.0,0.0,1552.9,0.0,0.0,0.0,0.0,0.480468313,533,531,530,527,533,520,203,520,3364,8.121183242078828,4.020811263937949,0.8518135230856766,0.29093561408416857,0.185634067383397,37302,0.157064448
Wolverhampton North East,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486146457,69,41,59,62,84,216,341,138,941,6.848005274576363,-2.737741501508127,-0.09783258816512733,0.3167723582614282,0.170388711948663,18061,0.163513036
